event_id,event_date,state,latitude,longitude,rainfall_1d_date,rainfall_3d_start,rainfall_7d_start
5084,2013-07-12 23:00:00,Nagaland,25.616,94.1167,2013-07-12 23:00:00,2013-07-10 23:00:00,2013-07-06 23:00:00
5107,2013-07-15 00:00:00,Nagaland,25.6269,94.1139,2013-07-15 00:00:00,2013-07-13 00:00:00,2013-07-09 00:00:00
5122,2013-07-17 00:00:00,Nagaland,25.7658,93.9413,2013-07-17 00:00:00,2013-07-15 00:00:00,2013-07-11 00:00:00
5123,2013-07-17 00:00:00,Nagaland,25.7131,94.0885,2013-07-17 00:00:00,2013-07-15 00:00:00,2013-07-11 00:00:00
5250,2013-08-01 00:00:00,Arunachal Pradesh,27.8837,93.0515,2013-08-01 00:00:00,2013-07-30 00:00:00,2013-07-26 00:00:00
5269,2013-08-04 00:00:00,Nagaland,25.8376,94.5234,2013-08-04 00:00:00,2013-08-02 00:00:00,2013-07-29 00:00:00
5275,2013-08-04 00:00:00,Nagaland,26.1498,94.6055,2013-08-04 00:00:00,2013-08-02 00:00:00,2013-07-29 00:00:00
5272,2013-08-04 00:00:00,Nagaland,26.2083,94.5438,2013-08-04 00:00:00,2013-08-02 00:00:00,2013-07-29 00:00:00
5271,2013-08-04 00:00:00,Nagaland,26.284,94.5808,2013-08-04 00:00:00,2013-08-02 00:00:00,2013-07-29 00:00:00
5268,2013-08-04 00:00:00,Nagaland,26.0137,94.5163,2013-08-04 00:00:00,2013-08-02 00:00:00,2013-07-29 00:00:00
5270,2013-08-04 00:00:00,Nagaland,26.0481,94.4619,2013-08-04 00:00:00,2013-08-02 00:00:00,2013-07-29 00:00:00
5274,2013-08-04 00:00:00,Nagaland,26.0838,94.564,2013-08-04 00:00:00,2013-08-02 00:00:00,2013-07-29 00:00:00
5273,2013-08-04 00:00:00,Nagaland,26.1807,94.5497,2013-08-04 00:00:00,2013-08-02 00:00:00,2013-07-29 00:00:00
5300,2013-08-09 00:00:00,Nagaland,25.318,94.0441,2013-08-09 00:00:00,2013-08-07 00:00:00,2013-08-03 00:00:00
5312,2013-08-11 23:00:00,Assam,26.7103,94.693,2013-08-11 23:00:00,2013-08-09 23:00:00,2013-08-05 23:00:00
5427,2013-08-15 00:00:00,Nagaland,25.3833,94.1884,2013-08-15 00:00:00,2013-08-13 00:00:00,2013-08-09 00:00:00
5337,2013-08-16 00:00:00,Nagaland,26.4205,94.9731,2013-08-16 00:00:00,2013-08-14 00:00:00,2013-08-10 00:00:00
5338,2013-08-16 00:00:00,Assam,26.8727,94.9275,2013-08-16 00:00:00,2013-08-14 00:00:00,2013-08-10 00:00:00
5336,2013-08-16 00:00:00,Nagaland,26.3897,94.9439,2013-08-16 00:00:00,2013-08-14 00:00:00,2013-08-10 00:00:00
5343,2013-08-17 23:00:00,Assam,24.7625,93.4341,2013-08-17 23:00:00,2013-08-15 23:00:00,2013-08-11 23:00:00
5421,2013-08-30 00:00:00,Nagaland,26.4205,94.9731,2013-08-30 00:00:00,2013-08-28 00:00:00,2013-08-24 00:00:00
5430,2013-09-01 00:00:00,Manipur,24.9037,93.487,2013-09-01 00:00:00,2013-08-30 00:00:00,2013-08-26 00:00:00
5431,2013-09-01 00:00:00,Assam,24.9829,93.5063,2013-09-01 00:00:00,2013-08-30 00:00:00,2013-08-26 00:00:00
5429,2013-09-01 18:00:00,Sikkim,27.3425,88.2426,2013-09-01 18:00:00,2013-08-30 18:00:00,2013-08-26 18:00:00
5441,2013-09-02 00:00:00,Arunachal Pradesh,28.611,94.9829,2013-09-02 00:00:00,2013-08-31 00:00:00,2013-08-27 00:00:00
5442,2013-09-02 00:00:00,Arunachal Pradesh,27.1614,93.7525,2013-09-02 00:00:00,2013-08-31 00:00:00,2013-08-27 00:00:00
5476,2013-09-07 15:00:00,Sikkim,27.3736,88.7323,2013-09-07 15:00:00,2013-09-05 15:00:00,2013-09-01 15:00:00
5552,2013-09-24 00:00:00,Manipur,25.0985,94.3619,2013-09-24 00:00:00,2013-09-22 00:00:00,2013-09-18 00:00:00
5575,2013-10-05 23:00:00,Nagaland,25.8266,94.1497,2013-10-05 23:00:00,2013-10-03 23:00:00,2013-09-29 23:00:00
5584,2013-10-06 00:00:00,Assam,26.1665,91.7049,2013-10-06 00:00:00,2013-10-04 00:00:00,2013-09-30 00:00:00
5582,2013-10-06 12:45:00,Assam,26.1309,91.8383,2013-10-06 12:45:00,2013-10-04 12:45:00,2013-09-30 12:45:00
5603,2013-10-13 19:30:00,Manipur,25.426,94.6024,2013-10-13 19:30:00,2013-10-11 19:30:00,2013-10-07 19:30:00
6015,2014-05-08 00:00:00,Arunachal Pradesh,27.9032,96.174,2014-05-08 00:00:00,2014-05-06 00:00:00,2014-05-02 00:00:00
6016,2014-05-09 23:00:00,Assam,24.8669,92.3576,2014-05-09 23:00:00,2014-05-07 23:00:00,2014-05-03 23:00:00
6106,2014-06-26 23:00:00,Assam,26.1407,91.7645,2014-06-26 23:00:00,2014-06-24 23:00:00,2014-06-20 23:00:00
6107,2014-06-26 23:00:00,Assam,26.1844,91.7896,2014-06-26 23:00:00,2014-06-24 23:00:00,2014-06-20 23:00:00
6105,2014-06-26 23:00:00,Arunachal Pradesh,28.9205,95.3429,2014-06-26 23:00:00,2014-06-24 23:00:00,2014-06-20 23:00:00
6110,2014-06-27 00:00:00,Assam,26.1619,91.7697,2014-06-27 00:00:00,2014-06-25 00:00:00,2014-06-21 00:00:00
6112,2014-06-28 09:00:00,Assam,26.1964,91.7652,2014-06-28 09:00:00,2014-06-26 09:00:00,2014-06-22 09:00:00
6143,2014-07-14 18:00:00,Mizoram,23.7327,92.7463,2014-07-14 18:00:00,2014-07-12 18:00:00,2014-07-08 18:00:00
6513,2014-08-14 23:00:00,Tripura,23.0137,91.7174,2014-08-14 23:00:00,2014-08-12 23:00:00,2014-08-08 23:00:00
6200,2014-08-17 00:00:00,Arunachal Pradesh,27.0869,93.6086,2014-08-17 00:00:00,2014-08-15 00:00:00,2014-08-11 00:00:00
6331,2014-09-08 00:00:00,Nagaland,25.9466,94.6279,2014-09-08 00:00:00,2014-09-06 00:00:00,2014-09-02 00:00:00
6291,2014-09-21 00:00:00,Meghalaya,25.7354,90.3852,2014-09-21 00:00:00,2014-09-19 00:00:00,2014-09-15 00:00:00
6285,2014-09-22 00:00:00,Assam,26.159,91.8178,2014-09-22 00:00:00,2014-09-20 00:00:00,2014-09-16 00:00:00
6284,2014-09-22 00:00:00,Assam,26.1324,91.8342,2014-09-22 00:00:00,2014-09-20 00:00:00,2014-09-16 00:00:00
6288,2014-09-22 00:00:00,Assam,26.1985,91.7998,2014-09-22 00:00:00,2014-09-20 00:00:00,2014-09-16 00:00:00
6283,2014-09-22 00:00:00,Assam,26.1314,91.7548,2014-09-22 00:00:00,2014-09-20 00:00:00,2014-09-16 00:00:00
6287,2014-09-22 00:00:00,Assam,26.1295,91.7056,2014-09-22 00:00:00,2014-09-20 00:00:00,2014-09-16 00:00:00
6282,2014-09-22 00:00:00,Assam,26.1097,91.7747,2014-09-22 00:00:00,2014-09-20 00:00:00,2014-09-16 00:00:00
6286,2014-09-22 00:00:00,Assam,26.1044,91.7082,2014-09-22 00:00:00,2014-09-20 00:00:00,2014-09-16 00:00:00
6289,2014-09-22 00:00:00,Assam,26.1001,91.6849,2014-09-22 00:00:00,2014-09-20 00:00:00,2014-09-16 00:00:00
6292,2014-09-23 00:00:00,Assam,25.7238,89.9032,2014-09-23 00:00:00,2014-09-21 00:00:00,2014-09-17 00:00:00
6290,2014-09-23 03:00:00,Meghalaya,25.5772,91.8666,2014-09-23 03:00:00,2014-09-21 03:00:00,2014-09-17 03:00:00
6213,2014-09-24 00:00:00,Meghalaya,25.8143,90.5763,2014-09-24 00:00:00,2014-09-22 00:00:00,2014-09-18 00:00:00
6222,2014-10-01 11:00:00,Arunachal Pradesh,27.1249,93.7706,2014-10-01 11:00:00,2014-09-29 11:00:00,2014-09-25 11:00:00
6214,2014-10-05 17:45:00,Meghalaya,25.9702,91.8587,2014-10-05 17:45:00,2014-10-03 17:45:00,2014-09-29 17:45:00
6293,2014-10-20 00:00:00,Meghalaya,25.5006,90.0896,2014-10-20 00:00:00,2014-10-18 00:00:00,2014-10-14 00:00:00
6775,2015-02-14 00:00:00,Assam,26.1468,91.6469,2015-02-14 00:00:00,2015-02-12 00:00:00,2015-02-08 00:00:00
6786,2015-02-19 23:00:00,Assam,24.6108,92.562,2015-02-19 23:00:00,2015-02-17 23:00:00,2015-02-13 23:00:00
7591,2015-03-19 00:00:00,Assam,25.0318,92.4584,2015-03-19 00:00:00,2015-03-17 00:00:00,2015-03-13 00:00:00
7031,2015-05-24 00:00:00,Sikkim,27.6163,88.6586,2015-05-24 00:00:00,2015-05-22 00:00:00,2015-05-18 00:00:00
6971,2015-06-09 00:00:00,Arunachal Pradesh,27.0987,93.816,2015-06-09 00:00:00,2015-06-07 00:00:00,2015-06-03 00:00:00
6968,2015-06-13 00:00:00,Meghalaya,25.463,92.2121,2015-06-13 00:00:00,2015-06-11 00:00:00,2015-06-07 00:00:00
6970,2015-06-16 00:00:00,Meghalaya,25.5084,90.2191,2015-06-16 00:00:00,2015-06-14 00:00:00,2015-06-10 00:00:00
6969,2015-06-16 06:15:00,Meghalaya,25.5114,90.215,2015-06-16 06:15:00,2015-06-14 06:15:00,2015-06-10 06:15:00
6945,2015-06-19 00:00:00,Manipur,25.16,93.686,2015-06-19 00:00:00,2015-06-17 00:00:00,2015-06-13 00:00:00
6963,2015-06-19 00:00:00,Mizoram,23.7131,92.7362,2015-06-19 00:00:00,2015-06-17 00:00:00,2015-06-13 00:00:00
6990,2015-06-24 00:00:00,Nagaland,26.0319,94.5466,2015-06-24 00:00:00,2015-06-22 00:00:00,2015-06-18 00:00:00
7138,2015-07-07 00:00:00,Sikkim,27.0816,88.4397,2015-07-07 00:00:00,2015-07-05 00:00:00,2015-07-01 00:00:00
7214,2015-07-15 08:00:00,Arunachal Pradesh,27.36,93.0385,2015-07-15 08:00:00,2015-07-13 08:00:00,2015-07-09 08:00:00
7265,2015-07-22 00:00:00,Manipur,25.5007,93.9854,2015-07-22 00:00:00,2015-07-20 00:00:00,2015-07-16 00:00:00
7253,2015-07-22 00:00:00,Assam,24.7979,92.9974,2015-07-22 00:00:00,2015-07-20 00:00:00,2015-07-16 00:00:00
7267,2015-07-22 00:00:00,Manipur,25.3908,94.0926,2015-07-22 00:00:00,2015-07-20 00:00:00,2015-07-16 00:00:00
7264,2015-07-22 00:00:00,Manipur,25.4538,93.9827,2015-07-22 00:00:00,2015-07-20 00:00:00,2015-07-16 00:00:00
7263,2015-07-22 00:00:00,Manipur,25.4477,94.0489,2015-07-22 00:00:00,2015-07-20 00:00:00,2015-07-16 00:00:00
7266,2015-07-22 00:00:00,Manipur,25.5098,93.8794,2015-07-22 00:00:00,2015-07-20 00:00:00,2015-07-16 00:00:00
7279,2015-07-24 00:00:00,Manipur,24.9818,93.5142,2015-07-24 00:00:00,2015-07-22 00:00:00,2015-07-18 00:00:00
7276,2015-07-25 09:00:00,Assam,26.1062,91.8717,2015-07-25 09:00:00,2015-07-23 09:00:00,2015-07-19 09:00:00
7364,2015-07-31 09:00:00,Manipur,24.819,94.3551,2015-07-31 09:00:00,2015-07-29 09:00:00,2015-07-25 09:00:00
7372,2015-07-31 23:00:00,Manipur,25.0634,94.3415,2015-07-31 23:00:00,2015-07-29 23:00:00,2015-07-25 23:00:00
7387,2015-08-01 00:00:00,Manipur,24.954,94.2156,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7388,2015-08-01 00:00:00,Manipur,24.416,94.0984,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7383,2015-08-01 00:00:00,Manipur,23.899,94.1434,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7910,2015-08-01 00:00:00,Manipur,24.3481,94.1146,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7370,2015-08-01 00:00:00,Manipur,24.1419,94.1078,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7384,2015-08-01 00:00:00,Manipur,23.9278,94.0906,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7375,2015-08-01 00:00:00,Manipur,25.1941,94.4481,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7373,2015-08-01 00:00:00,Manipur,24.9111,94.4759,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7390,2015-08-01 00:00:00,Manipur,24.4265,94.1913,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7369,2015-08-01 00:00:00,Manipur,24.1988,94.1016,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7385,2015-08-01 00:00:00,Manipur,24.004,93.9815,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7374,2015-08-01 00:00:00,Manipur,25.1122,94.3591,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7371,2015-08-01 00:00:00,Manipur,23.9939,94.0573,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7389,2015-08-01 00:00:00,Manipur,24.4072,94.0644,2015-08-01 00:00:00,2015-07-30 00:00:00,2015-07-26 00:00:00
7409,2015-08-02 00:00:00,Nagaland,25.72,94.6219,2015-08-02 00:00:00,2015-07-31 00:00:00,2015-07-27 00:00:00
7664,2015-08-11 00:00:00,Manipur,24.7459,93.4251,2015-08-11 00:00:00,2015-08-09 00:00:00,2015-08-05 00:00:00
7666,2015-08-11 00:00:00,Manipur,25.1019,93.3729,2015-08-11 00:00:00,2015-08-09 00:00:00,2015-08-05 00:00:00
7665,2015-08-11 00:00:00,Manipur,24.7016,93.5291,2015-08-11 00:00:00,2015-08-09 00:00:00,2015-08-05 00:00:00
7660,2015-08-12 00:00:00,Nagaland,25.6237,94.1136,2015-08-12 00:00:00,2015-08-10 00:00:00,2015-08-06 00:00:00
7887,2015-08-16 00:00:00,Arunachal Pradesh,27.8835,96.9262,2015-08-16 00:00:00,2015-08-14 00:00:00,2015-08-10 00:00:00
7334,2015-08-18 00:00:00,Arunachal Pradesh,28.1737,94.7596,2015-08-18 00:00:00,2015-08-16 00:00:00,2015-08-12 00:00:00
7335,2015-08-18 09:00:00,Meghalaya,25.5145,90.2023,2015-08-18 09:00:00,2015-08-16 09:00:00,2015-08-12 09:00:00
7699,2015-08-19 00:00:00,Nagaland,26.0214,94.5224,2015-08-19 00:00:00,2015-08-17 00:00:00,2015-08-13 00:00:00
7706,2015-08-19 00:00:00,Meghalaya,25.0728,92.3636,2015-08-19 00:00:00,2015-08-17 00:00:00,2015-08-13 00:00:00
7590,2015-08-19 00:00:00,Meghalaya,25.1416,92.3807,2015-08-19 00:00:00,2015-08-17 00:00:00,2015-08-13 00:00:00
7589,2015-08-19 00:00:00,Meghalaya,25.2568,92.3825,2015-08-19 00:00:00,2015-08-17 00:00:00,2015-08-13 00:00:00
7336,2015-08-19 09:00:00,Meghalaya,25.2193,90.5549,2015-08-19 09:00:00,2015-08-17 09:00:00,2015-08-13 09:00:00
7701,2015-08-19 15:00:00,Nagaland,25.6278,94.1051,2015-08-19 15:00:00,2015-08-17 15:00:00,2015-08-13 15:00:00
7727,2015-08-20 18:00:00,Nagaland,25.6263,94.1057,2015-08-20 18:00:00,2015-08-18 18:00:00,2015-08-14 18:00:00
7728,2015-08-22 09:00:00,Assam,26.1028,91.8806,2015-08-22 09:00:00,2015-08-20 09:00:00,2015-08-16 09:00:00
7778,2015-08-26 00:00:00,Mizoram,23.8447,93.0514,2015-08-26 00:00:00,2015-08-24 00:00:00,2015-08-20 00:00:00
7780,2015-08-26 00:00:00,Mizoram,23.3572,92.7878,2015-08-26 00:00:00,2015-08-24 00:00:00,2015-08-20 00:00:00
7836,2015-08-27 00:00:00,Mizoram,24.042,92.6724,2015-08-27 00:00:00,2015-08-25 00:00:00,2015-08-21 00:00:00
7837,2015-08-27 00:00:00,Mizoram,23.7269,92.7265,2015-08-27 00:00:00,2015-08-25 00:00:00,2015-08-21 00:00:00
7972,2015-08-28 01:45:00,Mizoram,23.4495,92.8112,2015-08-28 01:45:00,2015-08-26 01:45:00,2015-08-22 01:45:00
7933,2015-09-01 00:00:00,Assam,26.1868,91.6739,2015-09-01 00:00:00,2015-08-30 00:00:00,2015-08-26 00:00:00
7923,2015-09-01 00:00:00,Assam,26.49349035,91.72137514,2015-09-01 00:00:00,2015-08-30 00:00:00,2015-08-26 00:00:00
7956,2015-09-05 00:00:00,Meghalaya,26.048,91.8695,2015-09-05 00:00:00,2015-09-03 00:00:00,2015-08-30 00:00:00
8012,2015-09-06 15:00:00,Meghalaya,25.9703,91.8584,2015-09-06 15:00:00,2015-09-04 15:00:00,2015-08-31 15:00:00
8224,2015-09-14 01:30:00,Mizoram,23.7313,92.7187,2015-09-14 01:30:00,2015-09-12 01:30:00,2015-09-08 01:30:00
8223,2015-09-14 03:10:00,Mizoram,23.7348,92.7187,2015-09-14 03:10:00,2015-09-12 03:10:00,2015-09-08 03:10:00
8339,2015-09-23 00:00:00,Assam,26.1666,91.7042,2015-09-23 00:00:00,2015-09-21 00:00:00,2015-09-17 00:00:00
8366,2015-09-23 15:00:00,Meghalaya,25.583,91.893,2015-09-23 15:00:00,2015-09-21 15:00:00,2015-09-17 15:00:00
9405,2016-04-19 00:00:00,Nagaland,26.7223,95.0243,2016-04-19 00:00:00,2016-04-17 00:00:00,2016-04-13 00:00:00
7655,2016-04-22 02:30:00,Arunachal Pradesh,27.5799,91.8569,2016-04-22 02:30:00,2016-04-20 02:30:00,2016-04-16 02:30:00
9404,2016-05-01 00:00:00,Arunachal Pradesh,28.0822,96.5316,2016-05-01 00:00:00,2016-04-29 00:00:00,2016-04-25 00:00:00
9338,2016-05-18 08:00:00,Assam,24.4638,92.4943,2016-05-18 08:00:00,2016-05-16 08:00:00,2016-05-12 08:00:00
9335,2016-05-18 08:00:00,Assam,24.5202,92.7239,2016-05-18 08:00:00,2016-05-16 08:00:00,2016-05-12 08:00:00
9336,2016-05-18 08:00:00,Assam,24.5308,92.5121,2016-05-18 08:00:00,2016-05-16 08:00:00,2016-05-12 08:00:00
9334,2016-05-18 08:00:00,Assam,24.5204,92.7264,2016-05-18 08:00:00,2016-05-16 08:00:00,2016-05-12 08:00:00
9169,2016-06-12 00:00:00,Nagaland,26.1677,94.2442,2016-06-12 00:00:00,2016-06-10 00:00:00,2016-06-06 00:00:00
9168,2016-06-12 23:00:00,Arunachal Pradesh,27.6438,93.871,2016-06-12 23:00:00,2016-06-10 23:00:00,2016-06-06 23:00:00
9142,2016-06-14 08:00:00,Nagaland,26.3185,94.5247,2016-06-14 08:00:00,2016-06-12 08:00:00,2016-06-08 08:00:00
8222,2016-06-22 12:00:00,Assam,26.1961,91.7825,2016-06-22 12:00:00,2016-06-20 12:00:00,2016-06-16 12:00:00
8237,2016-07-01 00:00:00,Arunachal Pradesh,27.0136,92.6351,2016-07-01 00:00:00,2016-06-29 00:00:00,2016-06-25 00:00:00
8684,2016-07-07 00:00:00,Assam,25.9611,91.3681,2016-07-07 00:00:00,2016-07-05 00:00:00,2016-07-01 00:00:00
8900,2016-07-07 00:00:00,Manipur,25.0118,94.3136,2016-07-07 00:00:00,2016-07-05 00:00:00,2016-07-01 00:00:00
8901,2016-07-10 00:00:00,Nagaland,25.7902,94.1318,2016-07-10 00:00:00,2016-07-08 00:00:00,2016-07-04 00:00:00
8930,2016-07-11 23:00:00,Nagaland,26.1699,94.4922,2016-07-11 23:00:00,2016-07-09 23:00:00,2016-07-05 23:00:00
8996,2016-07-14 00:00:00,Assam,26.1768,91.7702,2016-07-14 00:00:00,2016-07-12 00:00:00,2016-07-08 00:00:00
8995,2016-07-14 00:00:00,Assam,26.1963,91.8074,2016-07-14 00:00:00,2016-07-12 00:00:00,2016-07-08 00:00:00
9010,2016-07-16 00:00:00,Arunachal Pradesh,27.3034,93.804,2016-07-16 00:00:00,2016-07-14 00:00:00,2016-07-10 00:00:00
9087,2016-07-19 00:00:00,Arunachal Pradesh,28.235,94.9612,2016-07-19 00:00:00,2016-07-17 00:00:00,2016-07-13 00:00:00
9124,2016-07-19 00:00:00,Meghalaya,25.203,90.5573,2016-07-19 00:00:00,2016-07-17 00:00:00,2016-07-13 00:00:00
9051,2016-07-19 09:00:00,Meghalaya,26.09748244,91.8744337,2016-07-19 09:00:00,2016-07-17 09:00:00,2016-07-13 09:00:00
9122,2016-07-20 00:00:00,Assam,26.1966,91.802,2016-07-20 00:00:00,2016-07-18 00:00:00,2016-07-14 00:00:00
9186,2016-07-25 12:30:00,Manipur,25.48,94.1383,2016-07-25 12:30:00,2016-07-23 12:30:00,2016-07-19 12:30:00
9219,2016-07-26 23:00:00,Nagaland,26.0101,94.5282,2016-07-26 23:00:00,2016-07-24 23:00:00,2016-07-20 23:00:00
9252,2016-07-28 00:00:00,Arunachal Pradesh,27.5748,91.8644,2016-07-28 00:00:00,2016-07-26 00:00:00,2016-07-22 00:00:00
9232,2016-07-28 23:00:00,Mizoram,23.5397,93.3783,2016-07-28 23:00:00,2016-07-26 23:00:00,2016-07-22 23:00:00
9251,2016-07-28 23:00:00,Nagaland,25.8702,94.7844,2016-07-28 23:00:00,2016-07-26 23:00:00,2016-07-22 23:00:00
9464,2016-08-05 00:00:00,Arunachal Pradesh,27.5754,91.9754,2016-08-05 00:00:00,2016-08-03 00:00:00,2016-07-30 00:00:00
9604,2016-10-12 00:00:00,Sikkim,27.2676,88.2891,2016-10-12 00:00:00,2016-10-10 00:00:00,2016-10-06 00:00:00
9619,2016-10-15 00:00:00,Sikkim,27.1695,88.3664,2016-10-15 00:00:00,2016-10-13 00:00:00,2016-10-09 00:00:00
9620,2016-10-15 00:00:00,Sikkim,27.172,88.5292,2016-10-15 00:00:00,2016-10-13 00:00:00,2016-10-09 00:00:00
